date,position,song,artist,popularity
2023-05-07,1,Tattoo,Loreen,84
2023-05-07,2,Queen of Kings,Alessandra,79
2023-05-07,3,Due Vite,Marco Mengoni,77
2023-05-07,4,Cha Cha Cha,Käärijä,74
2023-05-07,5,I Wrote A Song,Mae Muller,70
2023-05-07,6,Évidemment,La Zarra,70
2023-05-07,7,Solo,BLANKA,70
2023-05-07,8,Who the Hell Is Edgar?,TEYA,68
2023-05-07,9,Unicorn,Noa Kirel,68
2023-05-07,10,Burning Daylight,Mia Nicolai,68
2023-05-07,11,My Sister's Crown,Vesna,67
2023-05-07,12,Future Lover,Brunette,63
2023-05-07,13,Because Of You,Gustaph,63
2023-05-07,14,Heart of Steel - Eurovision Version,TVORCHI,62
2023-05-07,15,Carpe Diem,Joker Out,62
2023-05-07,16,Watergun,Remo Forrer,62
2023-05-07,17,Samo mi se spava,Luke Black,62
2023-05-07,18,EAEA,Blanca Paloma,62
2023-05-07,19,Soarele si Luna,Pasha Parfeni,61
2023-05-07,20,Ai Coração,Various Artists,61
2023-05-07,21,Break a Broken Heart,Andrew Lambrou,60
2023-05-07,22,Breaking My Heart,Reiley,60
2023-05-07,23,Bridges,ALIKA,60
2023-05-07,24,Promise,Voyager,59
2023-05-07,25,POWER,Diljá,59
2023-05-07,26,Echo - Eurovision 2023 - Georgia,Iru,59
2023-05-07,27,Dance (Our Own Party),The Busker,58
2023-05-07,28,Aijā,Sudden Lights,58
2023-05-07,29,Mama ŠČ!,Let 3,58
2023-05-07,30,We Are One,Wild Youth,57
2023-05-07,31,Blood & Glitter,Lord Of The Lost,57
2023-05-07,32,What They Say,Victor Vernicos,57
2023-05-07,33,Stay,Monika Linkyte,56
2023-05-07,34,Tell Me More,TuralTuranX,56
2023-05-07,35,D.G.T (Off And On),Theodor Andrei,55
2023-05-07,36,Like an Animal,Piqued Jacks,53
2023-05-07,37,Duje (Fest 61-live version),Albina dhe familja Kelmendi,53
